scorer,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000,DLC_resnet50_Week2_Model0Jan17shuffle1_169000
bodyparts,Right_Hip,Right_Hip,Right_Hip,Right_Knee,Right_Knee,Right_Knee,Right_Ankle,Right_Ankle,Right_Ankle,Right_Toe,Right_Toe,Right_Toe,Left_Hip,Left_Hip,Left_Hip,Left_Knee,Left_Knee,Left_Knee,Left_Ankle,Left_Ankle,Left_Ankle,Left_Toe,Left_Toe,Left_Toe
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,262.1846008300781,195.56964111328125,0.9536992311477661,260.3822326660156,383.2978515625,0.9534481167793274,257.10235595703125,482.1275329589844,0.9578114151954651,272.9981689453125,483.5853576660156,0.10915067046880722,190.80540466308594,203.46719360351562,0.9265874028205872,207.73223876953125,356.7548828125,0.9389060139656067,207.35716247558594,446.23114013671875,0.9475919604301453,194.13833618164062,439.1555480957031,0.05587628111243248
1,261.3200988769531,196.38992309570312,0.9362095594406128,260.49365234375,382.5660705566406,0.9517042636871338,256.98699951171875,482.1114501953125,0.960708498954773,272.85504150390625,483.8892517089844,0.13008297979831696,190.64451599121094,204.42726135253906,0.9251595735549927,208.04708862304688,357.92938232421875,0.9033026099205017,207.37977600097656,446.9111022949219,0.9480634927749634,194.6313934326172,437.7630920410156,0.09854727983474731
2,261.6106262207031,197.75274658203125,0.9449792504310608,260.5836486816406,382.6613464355469,0.9501640796661377,257.9383850097656,481.2222900390625,0.9561381340026855,272.70269775390625,483.3857727050781,0.12798313796520233,189.87139892578125,206.98599243164062,0.9445111751556396,208.73744201660156,361.7084045410156,0.9210611581802368,209.48855590820312,450.16796875,0.9069483280181885,195.11492919921875,440.8304443359375,0.1987476646900177
3,260.9638977050781,198.9747314453125,0.9418696165084839,260.2513732910156,381.87298583984375,0.9583367109298706,257.7835998535156,481.0078125,0.9548475742340088,272.55072021484375,483.10626220703125,0.10556752234697342,189.6126251220703,208.92001342773438,0.8785800933837891,209.58372497558594,362.6098327636719,0.946616530418396,210.2264862060547,451.5502624511719,0.9175053238868713,195.51097106933594,443.1356506347656,0.34660089015960693
4,260.11773681640625,199.62586975097656,0.9442476034164429,259.66790771484375,380.7671203613281,0.9608281254768372,257.49658203125,480.34637451171875,0.9560964703559875,272.58258056640625,482.828125,0.11795060336589813,188.74085998535156,209.72377014160156,0.8395271897315979,210.2990264892578,362.6937255859375,0.9484865665435791,210.51268005371094,451.62445068359375,0.9164120554924011,195.3997802734375,444.76727294921875,0.4499152600765228
5,258.2160949707031,199.04653930664062,0.9560016989707947,259.1385498046875,378.5406799316406,0.9441448450088501,257.39208984375,479.7599182128906,0.9631155133247375,272.8748779296875,482.430419921875,0.09041862934827805,188.98780822753906,210.02122497558594,0.8552365303039551,209.7108612060547,362.6738586425781,0.9526488184928894,210.48931884765625,451.406494140625,0.9279694557189941,194.87522888183594,445.79547119140625,0.4756222069263458
6,256.17559814453125,198.00938415527344,0.9313622117042542,258.7110900878906,378.4096374511719,0.9293692111968994,257.2384033203125,478.272705078125,0.959808886051178,270.8398132324219,478.36175537109375,0.07163821160793304,189.3674774169922,209.5894775390625,0.8903259038925171,209.3087615966797,361.77520751953125,0.9402051568031311,210.4139862060547,451.4972229003906,0.9336415529251099,194.98568725585938,446.74151611328125,0.4318832457065582
7,254.095458984375,197.8837432861328,0.9410789012908936,258.3151550292969,378.26788330078125,0.9117221832275391,257.3551330566406,476.4207763671875,0.9621543288230896,270.5018615722656,476.7271423339844,0.05773341655731201,188.4938507080078,209.14022827148438,0.9129517674446106,208.8715362548828,361.8243103027344,0.9368436932563782,210.44577026367188,451.422119140625,0.9385924339294434,195.2734375,447.4107971191406,0.35000860691070557
