scorer,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000,DLC_resnet101_AboveKnee4Feb8shuffle1_103000
bodyparts,ankle1,ankle1,ankle1,knee1,knee1,knee1,hip1,hip1,hip1,hip2,hip2,hip2,knee2,knee2,knee2,ankle2,ankle2,ankle2,wrist1,wrist1,wrist1,elbow1,elbow1,elbow1,shoulder1,shoulder1,shoulder1,shoulder2,shoulder2,shoulder2,elbow2,elbow2,elbow2,wrist2,wrist2,wrist2,chin,chin,chin,forehead,forehead,forehead
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,115.66304016113281,293.1438903808594,0.28175994753837585,608.7877197265625,432.5721435546875,0.857409656047821,618.8410034179688,318.4364929199219,0.6798893213272095,650.6184692382812,324.9178771972656,0.8457825779914856,683.9525146484375,434.4493713378906,0.9578360319137573,696.1928100585938,539.5728759765625,0.9654280543327332,673.6325073242188,353.697509765625,0.9893708229064941,651.2464599609375,285.9425048828125,0.9688621163368225,652.7132568359375,209.0701446533203,0.991985559463501,666.7000732421875,207.6825408935547,0.8317598700523376,673.3688354492188,283.0844421386719,0.8829221725463867,695.270751953125,320.4134826660156,0.9924807548522949,665.682861328125,189.76361083984375,0.9968987703323364,685.5181884765625,127.3686294555664,0.9950073957443237
1,115.49658203125,293.267333984375,0.3210703730583191,608.110595703125,433.4342041015625,0.9208253026008606,619.704345703125,316.6098327636719,0.7958559989929199,656.3679809570312,324.806640625,0.8331833481788635,683.02099609375,432.88958740234375,0.952528178691864,694.3456420898438,539.2356567382812,0.9619733691215515,681.5991821289062,353.6335754394531,0.9707540273666382,656.1181030273438,283.10113525390625,0.9863930344581604,655.7041625976562,209.67306518554688,0.9886376261711121,666.7894897460938,206.25811767578125,0.8700300455093384,677.0478515625,277.6131286621094,0.8326300382614136,695.8207397460938,320.3406677246094,0.9845091700553894,668.5241088867188,190.0447540283203,0.9963226318359375,688.3079223632812,127.54997253417969,0.9916213750839233
2,694.499267578125,542.04833984375,0.31561174988746643,609.1826171875,432.84417724609375,0.9407876133918762,620.1903076171875,311.10980224609375,0.8449459075927734,662.3961181640625,323.1943664550781,0.8749063014984131,680.448486328125,434.0560607910156,0.9232337474822998,693.7893676757812,540.1447143554688,0.9459336996078491,690.4534301757812,351.7424621582031,0.9468511343002319,660.9326782226562,278.8733215332031,0.9796054363250732,658.9962158203125,208.63894653320312,0.9893543720245361,667.8045654296875,206.24276733398438,0.8720895648002625,676.6376342773438,276.6083984375,0.8317995071411133,695.7335205078125,314.98895263671875,0.9820189476013184,669.9483032226562,189.70469665527344,0.994904637336731,689.9484252929688,127.18498229980469,0.9931754469871521
3,116.79357147216797,291.86297607421875,0.21857258677482605,609.2649536132812,433.22772216796875,0.9336345195770264,624.9536743164062,314.3109130859375,0.8242856860160828,659.4549560546875,324.675537109375,0.7864840030670166,681.1458740234375,435.5663757324219,0.9122027158737183,692.0527954101562,540.861328125,0.9502717852592468,704.47412109375,353.7046203613281,0.9543885588645935,668.6116943359375,283.3690490722656,0.948555588722229,664.8611450195312,208.30508422851562,0.9849087595939636,670.17138671875,204.2200164794922,0.8866510987281799,675.7055053710938,278.3401794433594,0.6671939492225647,697.4324340820312,315.97088623046875,0.9832978248596191,672.7341918945312,188.87782287597656,0.9965733289718628,692.054443359375,126.98194122314453,0.9935507774353027
4,691.8111572265625,541.4905395507812,0.2932276427745819,609.378173828125,432.51593017578125,0.9268661141395569,627.4409790039062,314.8612060546875,0.8277852535247803,659.8778076171875,325.8692321777344,0.745222270488739,683.74365234375,435.54925537109375,0.9421614408493042,690.5,539.9609375,0.9441627860069275,711.7247924804688,353.3568420410156,0.9637696743011475,671.7232055664062,277.8518371582031,0.9819662570953369,669.7317504882812,207.479736328125,0.9914880990982056,667.49609375,200.93994140625,0.9045306444168091,681.8065185546875,273.7225036621094,0.6771584153175354,695.1857299804688,315.9960632324219,0.9335891008377075,674.7545166015625,187.4689483642578,0.9974305033683777,694.6950073242188,126.45173645019531,0.9916983842849731
5,119.90753173828125,292.45880126953125,0.30108049511909485,609.6149291992188,432.8101806640625,0.9316834211349487,629.8910522460938,314.6925964355469,0.7623679041862488,661.8180541992188,331.8995666503906,0.740510880947113,684.22265625,435.34326171875,0.9580241441726685,689.2055053710938,539.8927612304688,0.9559544324874878,718.4640502929688,345.3530578613281,0.9867576360702515,680.3839721679688,283.68438720703125,0.9574869275093079,672.6654663085938,207.243408203125,0.9903590083122253,668.2191772460938,200.1358642578125,0.8814756274223328,681.93359375,274.06573486328125,0.6914809942245483,662.2184448242188,338.35540771484375,0.5329599380493164,678.7643432617188,187.40792846679688,0.9969034790992737,698.0010986328125,126.6219253540039,0.9930152893066406
6,608.2307739257812,431.00982666015625,0.23415665328502655,611.1485595703125,431.7414855957031,0.9057234525680542,635.4037475585938,311.1400146484375,0.7839268445968628,658.0634765625,319.1882019042969,0.6558706164360046,683.121337890625,435.84075927734375,0.9044315218925476,687.3318481445312,540.0595703125,0.9671872854232788,726.506103515625,343.0368957519531,0.9895791411399841,685.1021728515625,284.2621765136719,0.95811927318573,672.9979248046875,204.48892211914062,0.9935630559921265,669.1432495117188,199.52992248535156,0.8596097230911255,676.4522094726562,270.80804443359375,0.5742172598838806,718.562744140625,338.21636962890625,0.36172330379486084,680.5543823242188,187.49391174316406,0.9960386753082275,700.3131103515625,126.989501953125,0.9946931004524231
7,686.738525390625,541.1261596679688,0.31650087237358093,612.4847412109375,431.5446472167969,0.8887183666229248,634.619873046875,311.5885009765625,0.863044798374176,658.5697021484375,318.74615478515625,0.6585081815719604,683.4242553710938,429.7254943847656,0.8948953151702881,685.1355590820312,540.1257934570312,0.9596146941184998,731.569580078125,340.3639831542969,0.9929512143135071,685.549072265625,276.182373046875,0.9580081701278687,675.3135375976562,203.46226501464844,0.9936378598213196,674.8712158203125,199.9774932861328,0.8379192352294922,682.8128662109375,270.6580505371094,0.5422558784484863,717.734130859375,332.247314453125,0.5150434970855713,681.6381225585938,186.91697692871094,0.9957646131515503,702.7041015625,126.882568359375,0.9936307072639465
