scorer,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000,DLC_resnet50_Week3_Model1Jan20shuffle1_1030000
bodyparts,Right_Hip,Right_Hip,Right_Hip,Right_Knee,Right_Knee,Right_Knee,Right_Ankle,Right_Ankle,Right_Ankle,Right_Toe,Right_Toe,Right_Toe,Left_Hip,Left_Hip,Left_Hip,Left_Knee,Left_Knee,Left_Knee,Left_Ankle,Left_Ankle,Left_Ankle,Left_Toe,Left_Toe,Left_Toe
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,406.7750549316406,584.8499145507812,0.0009579623001627624,536.8346557617188,478.26031494140625,0.9999607801437378,486.6264953613281,611.2800903320312,0.9999984502792358,421.0036926269531,588.9097900390625,0.9999971389770508,607.9379272460938,334.1524658203125,0.9999245405197144,669.6759643554688,481.6116027832031,0.999984622001648,736.203369140625,609.9796142578125,0.999998927116394,677.2994995117188,643.9085083007812,0.9999988079071045
1,608.253662109375,330.52703857421875,0.0012110526440665126,536.4310302734375,479.9986572265625,0.9999754428863525,496.8944091796875,615.4616088867188,0.9999954700469971,429.588623046875,601.0158081054688,0.9999269247055054,607.5550537109375,332.8069152832031,0.9999113082885742,668.585205078125,481.9466857910156,0.9999912977218628,747.125,604.3330688476562,0.9999892711639404,694.9752197265625,644.3428344726562,0.9999985694885254
2,423.53131103515625,616.5750732421875,0.0012891048099845648,535.01513671875,481.13372802734375,0.9999901056289673,509.029541015625,616.604736328125,0.9999903440475464,439.2869873046875,610.8218994140625,0.9999964237213135,605.5987548828125,332.377197265625,0.9998161196708679,662.2745971679688,483.8447570800781,0.9999971389770508,753.3380126953125,596.5252075195312,0.9999995231628418,710.7222900390625,644.335205078125,0.999998927116394
3,670.7549438476562,493.8751220703125,0.00170148687902838,533.9444580078125,479.7995300292969,0.9999884366989136,523.2824096679688,616.7438354492188,0.999990701675415,454.5996398925781,619.62255859375,0.9999915361404419,602.7548828125,330.89898681640625,0.9998177886009216,653.3272705078125,486.09564208984375,0.9999891519546509,755.7513427734375,589.8604736328125,0.9999972581863403,727.3175048828125,645.0460815429688,0.999998927116394
4,654.8109130859375,493.5888366699219,0.0024859055411070585,533.7254638671875,479.9645080566406,0.999993085861206,538.1565551757812,614.947509765625,0.9999969005584717,468.08642578125,625.8417358398438,0.9999994039535522,597.4638671875,330.2109069824219,0.9999595880508423,639.4127807617188,489.2347412109375,0.9999701976776123,750.1234741210938,581.1064453125,0.9999966621398926,740.285888671875,646.6043701171875,0.9999979734420776
5,602.5560913085938,330.7631530761719,0.002145333681255579,538.0667114257812,479.52459716796875,0.9999825954437256,552.6889038085938,616.8523559570312,0.9999921321868896,483.9227294921875,628.5501708984375,0.9999996423721313,592.23291015625,331.1705322265625,0.999882698059082,623.6651611328125,491.8834228515625,0.9999691247940063,739.3602294921875,579.017822265625,0.9999991655349731,745.0855712890625,646.2808837890625,0.9999921321868896
6,601.82421875,330.9498596191406,0.002021521097049117,545.2488403320312,482.5498046875,0.9999946355819702,569.1235961914062,616.3392333984375,0.999990701675415,499.9208679199219,630.0472412109375,0.9999996423721313,589.041015625,331.5548095703125,0.9997377991676331,605.5733642578125,491.40167236328125,0.9999105930328369,725.6593627929688,573.6734619140625,0.9999955892562866,724.53759765625,643.4857177734375,0.999995231628418
7,504.2205810546875,632.443115234375,0.001557420357130468,546.7809448242188,485.5625,0.9999768733978271,584.5042114257812,618.0136108398438,0.9999681711196899,516.2293701171875,633.310302734375,0.9999966621398926,586.6195068359375,329.871826171875,0.9997227787971497,587.6968383789062,487.9977111816406,0.9999309778213501,706.0737915039062,576.14013671875,0.9999858140945435,694.525146484375,644.4656982421875,0.9999953508377075
