scorer,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000,DLC_resnet50_Week6_BelowKnee3Feb13shuffle1_1030000
bodyparts,Right_Hip,Right_Hip,Right_Hip,Right_Knee,Right_Knee,Right_Knee,Right_Ankle,Right_Ankle,Right_Ankle,Right_Toe,Right_Toe,Right_Toe,Left_Hip,Left_Hip,Left_Hip,Left_Knee,Left_Knee,Left_Knee,Left_Ankle,Left_Ankle,Left_Ankle,Left_Toe,Left_Toe,Left_Toe
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,704.5017700195312,334.8844909667969,0.9999192953109741,709.2225341796875,462.0727844238281,0.9999839067459106,697.4373779296875,590.392578125,0.9999040365219116,715.1864624023438,451.14898681640625,0.000814186641946435,656.1939086914062,333.9288635253906,0.9999297857284546,647.9612426757812,472.2190246582031,0.9999891519546509,657.8453369140625,556.2174072265625,0.017509089782834053,685.7852172851562,616.7924194335938,0.0011429813457652926
1,703.703369140625,331.6755676269531,0.9999105930328369,708.5968017578125,460.4725036621094,0.9999872446060181,697.1177978515625,590.8679809570312,0.9999417066574097,654.703369140625,611.125244140625,0.004034046549350023,653.6931762695312,331.19915771484375,0.9998759031295776,645.149658203125,466.454833984375,0.9999988079071045,656.2858276367188,559.092041015625,0.7634248733520508,712.375732421875,458.8525085449219,0.0008541644783690572
2,703.128662109375,329.9573669433594,0.9999127388000488,707.2237548828125,459.1458435058594,0.9999912977218628,697.2440185546875,588.0765380859375,0.9999731779098511,647.2077026367188,610.5745849609375,0.00397071335464716,653.52392578125,329.4124755859375,0.9999194145202637,642.8185424804688,462.05816650390625,0.9999940395355225,651.8226318359375,563.006103515625,0.9993353486061096,681.6812133789062,576.8997802734375,0.0013846547808498144
3,702.0103759765625,328.9399719238281,0.9999610185623169,706.4561157226562,459.4453125,0.9999916553497314,698.8150634765625,591.8737182617188,0.9999868869781494,632.5968627929688,615.7846069335938,0.0025253610219806433,651.9698486328125,327.6580810546875,0.9999719858169556,640.4584350585938,459.30560302734375,0.9999916553497314,646.6205444335938,571.9169311523438,0.999935507774353,679.5411376953125,597.619140625,0.0016306985635310411
4,700.5211181640625,327.7106628417969,0.9999657869338989,705.2179565429688,458.70428466796875,0.9999946355819702,699.1397705078125,592.698974609375,0.999991774559021,637.4765625,598.0891723632812,0.0010478062322363257,650.0361938476562,326.74383544921875,0.9999812841415405,637.7716064453125,457.00982666015625,0.9999756813049316,641.427734375,576.2384643554688,0.9999947547912598,699.4736328125,583.0751953125,0.0026966880541294813
5,698.8922729492188,327.5288391113281,0.9999594688415527,703.4310913085938,457.5985107421875,0.999995231628418,700.1776123046875,595.1740112304688,0.999995231628418,635.2872314453125,597.88134765625,0.0012161805061623454,647.973876953125,326.5592041015625,0.999976396560669,637.237060546875,456.7295837402344,0.999982476234436,635.7257080078125,579.6746826171875,0.9999992847442627,702.2118530273438,629.5806274414062,0.002890887903049588
6,697.072509765625,327.1307373046875,0.9999411106109619,701.3488159179688,458.4419860839844,0.9999821186065674,700.6506958007812,595.3187866210938,0.9999960660934448,701.9610595703125,449.7298583984375,0.001124916598200798,647.039306640625,326.01031494140625,0.9999827146530151,636.1649169921875,457.5062255859375,0.9999759197235107,629.8429565429688,578.7446899414062,0.9999998807907104,703.6624145507812,630.646484375,0.009259737096726894
7,693.54541015625,327.0579528808594,0.9999861717224121,699.6445922851562,459.4310607910156,0.9999758005142212,701.0206909179688,594.9323120117188,0.9999955892562866,621.395751953125,570.1990356445312,0.0010177720105275512,644.6548461914062,325.697265625,0.9999853372573853,635.021484375,460.6207275390625,0.9999630451202393,625.2521362304688,574.2432250976562,0.999998927116394,705.1155395507812,629.8867797851562,0.0016145572299137712
